,Provincia,Partido,Localidad,Link Indec,Otros,"0,256 mbps","0,375 mbps","0,5 mbps","0,512 mbps","0,625 mbps","0,75 mbps",1 mbps,"1,25 mbps","1,5 mbps",2 mbps,"2,2 mbps","2,5 mbps",3 mbps,"3,3 mbps","3,5 mbps",4 mbps,"4,5 mbps",5 mbps,6 mbps,"6,4 mbps",7 mbps,"7,5 mbps",8 mbps,9 mbps,10 mbps,11 mbps,12 mbps,13 mbps,14 mbps,15 mbps,16 mbps,17 mbps,18 mbps,19 mbps,20 mbps,21 mbps,22 mbps,23 mbps,24 mbps,25 mbps,"25,1 mbps","25,11 mbps","25,5 mbps",26 mbps,30 mbps,31 mbps,32 mbps,34 mbps,35 mbps,36 mbps,38 mbps,39 mbps,40 mbps,41 mbps,45 mbps,46 mbps,49 mbps,50 mbps,55 mbps,58 mbps,59 mbps,60 mbps,61 mbps,62 mbps,64 mbps,65 mbps,66 mbps,70 mbps,75 mbps,78 mbps,80 mbps,82 mbps,83 mbps,85 mbps,90 mbps,92 mbps,95 mbps,100 mbps
109,BUENOS AIRES,Campana,Campana,6126030,285,,,1,,,,166,,,2,,,317,,,,,6,530,,,,1,,"1,102",,237,,,171,,,11,,259,,,,,336,,,,,38,,,,,,,,,,,,,"11,573",,,,"1,495",,,,,,,366,,,,,,,,,"9,993"
110,BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,2,,,,,,,,,17
112,BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,2,,,,,,16,,,,,,,,,106,,,,,,,,36,,40,,31,,,48,,,6,,,,,,,26,,,,,,,,,,,,,,,,,,319,,,,26,,,,,,,24,,,,,,,,,287
113,BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,BUENOS AIRES,Cañuelas,Cañuelas,6134030,2,,,,1.0,,19,,,,,,,1,,302,,,2,,,,,310,,532,,101,,,611,,,3,,"1,431",,,,,124,,,,,18,,,,,,,,,,,,,"3,388",,,,24,,,,,,,7,,,,,,,,,"2,097"
116,BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,BUENOS AIRES,Cañuelas,Máximo Paz,6134050,1,,,,,,,,,,,,,,,,,,6,100,,,,,,269,,,,,,,,,,1,,,,,9,,,,,1,,,,,,,,,,,,,37,,,,861,,,,,,,219,,,,,,,,,756
118,BUENOS AIRES,Cañuelas,Santa Rosa,6134060,,,,2,,,,,,,,,,,,,,,,115,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,BUENOS AIRES,Cañuelas,Uribelarrea,6134070,,,,,,,,333,,,59,,,11,,,,,,,,,,4,,20,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,BUENOS AIRES,Cañuelas,Vicente Casares,6134080,,,,,,,7,,,,,,,,,55,,,,,,,,29,,25,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,,,,,,,,,,,,,,90,,20,,,,,,,,70,,328,,142,,,125,,,,,2,,,,,276,,,,,3,,,,,,,,,,,,,"2,832",,,,,,,,,,,,,,,,,,,,358
122,BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,BUENOS AIRES,Carlos Casares,Cadret,6147020,,,,,,,,5,,,,,,,,,,,,18,,,,19,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,,,,1,,,5,65,,,,,,,,157,,,,"1,133",,,,"1,263",,,,509,,,765,,,,,,,,,,237,,,,,2,,,,,,,,,,,,,514,,,,,,,,,,,,,,,,,,,,692
125,BUENOS AIRES,Carlos Casares,La Sofía,6147060,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,,,,,,,,,,,,,,,,,,,,20,,,,19,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,BUENOS AIRES,Carlos Casares,Moctezuma,6147080,,,,,,,,,,,,,,124,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,,,,,,,,1,,,,,,,,,,,,17,,,,16,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,BUENOS AIRES,Carlos Casares,Smith,6147100,,,,,,,,,,,,,,172,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,1,,,,,,,,,,210,,,403,,6,,,9,153,,,,2,,956,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,BUENOS AIRES,Carlos Tejedor,Curarú,6154030,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,BUENOS AIRES,Carlos Tejedor,Timote,6154040,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,,,,,1.0,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,,,,,,,3,,,,,,,903,,46,,,,,,,,109,,6,,,,,232,,,,,1,,,,,44,,,,,2,,,,,,,,,,,,,"1,297",,,,,,,,,,,,,3.0,,,,,,,322
136,BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,,,,,,,,,,,,,,19,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,BUENOS AIRES,Castelli,Castelli,6168010,,,,2,,,,105,,,173,,,62,,,,,621,,,95,,21,,193,,104,,,240,,,,,,,,,,662,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,8
139,BUENOS AIRES,Castelli,Centro Guerrero,6168020,,,,,,,,,,,11,,,4,,,,,19,,,,,,,1,,,,,5,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,BUENOS AIRES,Chacabuco,Castilla,6210010,,,,,,,,,,,,,,44,,,,,8,217,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,BUENOS AIRES,Chacabuco,Chacabuco,6210020,,,,,,,23,,,,,,,1,,219,,,7,2,,,,353,,66,,190,,,344,,,6,,6,,,,,306,,,,,19,,,,,,,,,,,,,"5,469",,,,,,,,,,,,,,,,,,,,"3,678"
143,BUENOS AIRES,Chacabuco,O'Higgins,6210040,,,,,,,,,,,,,,112,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,BUENOS AIRES,Chacabuco,Rawson,6210050,,,,,,,,2,,,131,,,1,,,266,,,,,,,101,,,,,,,,23,,,,,,,,,,,,,,1,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,,,,,,,,,,,,,,,,,,,,83,,,,,,27,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
146,BUENOS AIRES,Chascomús,Chascomús,6217010,,,,2,,,32,323,,,,,,726,,552,,,457,2,,,,732,,495,,119,,,847,,,1,,486,,,,,181,,,,,6,,,,,,,,,,,,,"4,147",,,,,,,,,,,,,,,,,,,,"3,074"
147,BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020,248,,,,,,,75,,2,,,,"1,492",,2,,,146,130,,,,12,,69,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,3,1.0,,,1.0,,33,,,,906,,,5,,980,,,,3,,"1,352",,930,,32,,172,,,709,,,5,,14,,,,,317,,,,,11,,,,,,,,,,,,,"4,820",,,,,,,,,,,,,,,,,,,,"4,294"
149,BUENOS AIRES,Chivilcoy,Gorostiaga,6224030,,,,,,,,,,,55,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,BUENOS AIRES,Chivilcoy,La Rica,6224040,,,,,,,,,,,,,,4,,,16,,,11,,27,,8,,10,,3,,,8,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,BUENOS AIRES,Chivilcoy,Moquehuá,6224050,,,,,,,,,,,,,,,,,13,,,316,,,,3,,26,,1,,,7,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060,,,,,,,,,,,,,,6,,,,,3,4,,,,14,,7,,2,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,BUENOS AIRES,Chivilcoy,San Sebastián,6224070,,,,,,,,,,,,,,38,,,,,3,,,,,5,,,,2,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,BUENOS AIRES,Colón,Colón,6175010,"2,414",,,,,,4,,,,,,,"1,328",,107,,,2,960,,,,257,,5,,46,,,711,,,1,,5,,,,,35,,,,,107,,,,,,,,,,,,,"1,083",,,,,,,,,,,,,,,,,,,,409
155,BUENOS AIRES,Colón,Pearson,6175030,,,,,,,,,,,,,,,,,,,,63,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,BUENOS AIRES,Colón,Sarasa,6175040,,,,,,,,,,,,,,6,,,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010,,,,,,,,15,,,6,,,9,,,,,11,27,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,6182020,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025,,,,,,,,10,,,9,,,10,,,,,,28,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),6182030,,,,6,,,80,1,,,,,,3,,409,,,,,,,,185,,36,,89,,,189,,,8,,7,,,,,156,,,,,9,,,,,,,,,,,,,"17,234",,,,,,,,,,,,,,,,,,,,"2,546"
161,BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),6182050,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,BUENOS AIRES,Coronel Dorrego,Balneario Marisol,6189020,4,,,,,,,,,,,,,,,,,,,,,,,,,317,,,,,16,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,6189030,,,,,,,,,,,,,,1,,21,,,,10,,,,114,,9,,33,,,158,,,,,2,,,,,52,,,,,2,,,,,,,,,,,,,775,,,,,,,,,,,,,,,,,,,,254
164,BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),6189040,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,BUENOS AIRES,Coronel Dorrego,Oriente,6189070,2,,,,,,,,,,17,,,,,,,,,,,,,48,,528,,,,,37,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),6196010,6,,,,,,15,,,,,,,,,104,,,,"1,679",,,,335,,143,,26,,,380,,,,,11,,,,,,,,,,7,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,
167,BUENOS AIRES,Coronel Pringles,Indio Rico,6196040,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,BUENOS AIRES,Coronel Suárez,Coronel Suárez,6203020,5,,,,,,13,,,,,,,,,160,,,,,,,,"2,283",,17,,7,,,298,,,,,4,,,,,76,,,,,408,,,,,,,,,,,,,"1,804",,,,48,,,,,,,,,,,,,,,,466
169,BUENOS AIRES,Coronel Suárez,Huanguelén,6203050,,,,,,,,,,,41,,,,,,,,,,,,,371,,8,,,,,107,,,,,"1,275",,,,,,,,,,49,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
170,BUENOS AIRES,Coronel Suárez,Pasman,6203060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,BUENOS AIRES,Coronel Suárez,San José,6203070,,,,,,,,,,,,,,,,,,,,,,,,,,534,,,,,83,,,,,80,,,,,1,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,6
172,BUENOS AIRES,Coronel Suárez,Santa María,6203080,,,,,,,,,,,,,,,,,,,,,,,,,,338,,,,,53,,,,,67,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,1
173,BUENOS AIRES,Coronel Suárez,Santa Trinidad,6203090,1,,,,,,,,,,,,,,,,,,,,,,,,,412,,,,,65,,,,,69,,,,,3,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,7
174,BUENOS AIRES,Coronel Suárez,Villa La Arcadia,6203100,2,,,,,,,,,,,,,,,,,,,,,,,92,,,,6,,,47,,,,,6,,,,,,,,,,22,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
175,BUENOS AIRES,Daireaux,Daireaux,6231030,,,,,,,4,,,,,,,,,42,244,,,,,,,396,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,BUENOS AIRES,Daireaux,Salazar,6231060,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,BUENOS AIRES,Dolores,Dolores,6238010,3,,,,,,21,68,,,,,,175,,339,,,53,"4,151",,,,630,,"1,385",,150,,,597,,,,,673,,,,,121,,,,,5,,,1.0,,,,,,,,,,"2,715",,,,,,,,,,,,,,,,,,,,953
178,BUENOS AIRES,Dolores,Sevigne,6238020,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,BUENOS AIRES,Ensenada,Ensenada,6245010,13,,,6,,,17,428,,,112,,,"1,473",,486,35,,2,282,,46,,530,,76,2.0,55,1.0,,504,,,110,,46,,,,2,274,,,,,"1,646",,,,,,,,,,,,,"4,372",,,,"1,093",,,,,,,73,,,,,,,,,"4,450"
180,BUENOS AIRES,Ensenada,Villa Catela,6245010,4,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,BUENOS AIRES,Escobar,Belen de Escobar,6252010,43,,,21,1.0,,9,167,,,261,,,465,,23,,,4,"1,261",,,,,,"2,881",,1,,,77,,,10,,"8,497",,,,,153,,,,,"1,908",,,,,,,,,,,,,"5,111",,,,"1,456",,,,,,,405,,,,,,,,,"4,522"
182,BUENOS AIRES,Escobar,El cazador,6252010,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,1,,,,,,,,,,3,,,,,"2,250",,,,,,,,,,,,,16,,,,352,,,,,,,77,,,,,,,,,242
183,BUENOS AIRES,Escobar,Garín,6252010,"1,915",,,3,,,,108,,,11,,,338,,2,,,9,506,,,,24,,875,,44,,,17,,,3,,276,,,,,60,,,,,"1,828",,,,,,,,77,,,,,"1,511",,,,"3,061",,,,,,,758,,,,,,,,,"3,311"
184,BUENOS AIRES,Escobar,Ingeniero Maschwitz,6252010,23,,,3,,,3,75,,,21,,,235,,7,,,9,567,,,,1,,495,1.0,1,,,38,,,5,,77,,,,,77,,,,,"1,049",,,,,,,,,,,,,"1,249",,,,"1,274",,,,,,,339,,,,,,,,,"1,859"
185,BUENOS AIRES,Escobar,Loma Verde,6252010,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,,,,,,,,,,,,,,,,,,,,511
186,BUENOS AIRES,Escobar,Maquinista F. Savio (este),6252010,1,,,,,,,3,,,,,,18,,,,,7,143,,,,,,406,,3,,,30,,,3,,44,,,,,26,,,,,13,,,,,,,,,,,,,416,,,,"1,271",,,,,,,329,,,,,,,,,"1,179"
187,BUENOS AIRES,Escobar,Matheu,6252010,2,,,2,,,1,102,,,2,,,116,,1,,,2,283,,,,12,,789,,13,,,44,,,,,207,,,,,9,,,,,2,,,,,,,,,,,,,48,,,,968,,,,,,,223,,,,,,,,,516
188,BUENOS AIRES,Esteban Echeverría,9 De Abril,6260010,3,,,2,,,9,3,,,13,,,,,158,55,,7,83,,,,52,,274,,,,,21,,,,,,,,,,24,,,,,8,,,,,,,,,,,,,46,,,,"2,583",,,,,,,530,,,,,,,,,"1,283"
189,BUENOS AIRES,Esteban Echeverría,Canning,6260010,96,,,,,,2,1,,,,,,,,2,,,1,,,,,2,,17,,7,,,1,,,30,,,,,,,51,,,,,"1,072",,,,,,,,,,,,,740,,,,255,,,,,,,96,,,,,,,,,"1,310"
190,BUENOS AIRES,Esteban Echeverría,El Jagüel,6260010,2,,,,,,,1,,,29,,,,,,43,,4,18,,,,,,238,,,,,1,,,,,4,,,,,25,,,,,6,,,,,,,,,,,,,113,,,,"2,238",,,,,,,501,,,,,,,,,"1,959"
191,BUENOS AIRES,Esteban Echeverría,Luis Guillón,6260010,3,,,2,,,2,2,,,21,,,,,,,,2,32,,,,1,,382,,7,,,1,,,13,,,,,,,108,,,,,"1,773",,,,,,,,,,,,,"1,089",,,,"1,843",,,,,,,355,,,,,,,,,"2,313"
192,BUENOS AIRES,Esteban Echeverría,Monte Grande,6260010,6,,,10,3.0,,19,17,,,55,,,6,,76,127,,21,132,,,,47,,945,,43,,,87,,,87,,5,,,,,247,,,,,"25,083",,,,,,,,,,,,,"3,264",,,,"7,803",,,,,,,"1,915",,,,,,,,,"8,183"
193,BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,6260010,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,6266010,,,,,,,,,,,,,,,,,,,,,,,,174,,,,14,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),6266020,1,,,2,,,2,,,,,,,,,25,,,,,,,,94,,,,,,,238,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,BUENOS AIRES,Exaltación de la Cruz,Los Cardales,6266040,,,,,1.0,,2,,,,,,,,,,,,20,,,,,,,"3,649",,,,,,,,,,,,,,,"2,528",,,,,,,,,,,,,,,,,,788,,,,,,,,,,,,,,,,,,,,181
197,BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,6266050,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,6266060,4,,,,,,,,,,,,,,,,,,,,,,,"2,268",,246,,98,,,273,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,6270010,1,,,2,1.0,,8,3,,,,,,12,,20,,,,32,,,,32,,84,,,,,43,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
200,BUENOS AIRES,Ezeiza,Canning,6270010,51,,,,,,10,,,,,,,1,,37,,,3,2,,,,48,,49,,,,,104,,,1,,3,,,,,60,,,,,975,,,,,,,,,,,,,153,,,,428,,,,,,,138,,,,,,,,,373
201,BUENOS AIRES,Ezeiza,Carlos Spegazzini,6270010,12,,,,,,4,,,,,,,,,20,,,4,324,,,,54,,415,,,,,263,,,,,138,,,,,71,,,,,11,,,,,,,,,,,,,49,,,,"2,838",,,,,,,535,,,,,,,,,"1,065"
202,BUENOS AIRES,Ezeiza,José Maria Ezeiza,6270010,18,,,4,1.0,,13,2,,,,,,,,237,,,33,2,,,,176,,703,,2,,,122,,,6,,2,,,,,88,,,,,"4,998",,,,,,,,,,,,,"1,185",,,,"3,696",,,,,,,931,,,,,,,,,"3,867"
203,BUENOS AIRES,Ezeiza,La Unión,6270010,,,,3,,,,,,,,,,,,4,,,5,456,,,,15,,592,,,,,90,,,4,,176,,,,,43,,,,,6,,,,,,,,,,,,,226,,,,"3,446",,,,,,,831,,,,,,,,,"1,880"
204,BUENOS AIRES,Ezeiza,Otros,Sin Datos,,,,2,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,BUENOS AIRES,Ezeiza,Tristán Suarez,6270010,4,,,,,,6,,,,,,,1,,207,,,6,518,,,,131,,855,,6,,,233,,,8,,252,,,,,60,,,,,10,,,,,,,,,,,,,905,,,,"3,798",,,,,,,738,,,,,,,,,"2,255"
206,BUENOS AIRES,Florencio Varela,Bosques,6274010,,,,,,,2,228,,,38,,,2,,13,,,2,132,,,,13,,595,,,,,9,,,,,90,,,,,37,,,,,"2,654",,,,,,,,,,,,,256,,,,"3,477",,,,,,,823,,,,,,,,,"1,363"
207,BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,6274010,1,,,,,,,,,,,,,,,4,,,1,,,,,,,167,,,,,2,,,,,1,,,,,12,,,,,"2,266",,,,,,,,,,,,,884,,,,969,,,,,,,298,,,,,,,,,"1,223"
208,BUENOS AIRES,Florencio Varela,Florencio Varela,6274010,6,,,134,1.0,,58,611,,,131,,,88,,92,145,,4,265,,,,98,,"1,179",,,,,295,,,,,163,,,,,59,,,,,"18,276",,,,,,,,,,,,,"2,540",,,,"5,838",,,,,,,"1,505",,,,,,,,,"6,784"
209,BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,6274010,,,,,,,3,,,,,,,,,8,,,1,,,,,2,,335,,,,,,,,,,,,,,,18,,,,,1,,,,,,,,,,,,,253,,,,"2,786",,,,,,,664,,,,,,,,,"2,089"
210,BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,6274010,,,,,,,,,,,,,,,,,,,"2,510",,,,,,,148,,,,,,,,,,,,,,,17,,,,,908,,,,,,,,,,,,,34,,,,"2,934",,,,,,,616,,,,,,,,,249
211,BUENOS AIRES,Florencio Varela,La Capilla,6274010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,BUENOS AIRES,Florencio Varela,la rotonda,6274010,,,,,,,,,,,,,,,,,,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,BUENOS AIRES,Florencio Varela,Villa Brown,6274010,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,53,,,,,,,11,,,,,,,,,143
214,BUENOS AIRES,Florencio Varela,Villa San Luis,6274010,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,166,,,,,,,54,,,,,,,,,39
215,BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,,,,,,,,,,,,,,,,5,,,1,,,,,7,,338,,,,,18,,,,,,,,,,10,,,,,226,,,,,,,,,,,,,10,,,,"1,638",,,,,,,359,,,,,,,,,774
216,BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,,,,,,,,,,,,,,,,3,,,,38,,,,4,,177,,,,,5,,,,,16,,,,,36,,,,,357,,,,,,,,,,,,,891,,,,"2,022",,,,,,,507,,,,,,,,,"1,564"
